original_row_id,event,status,rewritten,score_avg_all,score_avg_approvers,approvals_count,majority_vote,judge1_provider,judge1_vote,judge1_score,judge1_reason,judge2_provider,judge2_vote,judge2_score,judge2_reason,judge3_provider,judge3_vote,judge3_score,judge3_reason
202,PersonX breaks PersonX's hip,APPROVED,False,92.33,92.33,3,True,openai,approve,92,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
436,PersonX buys PersonY one,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
982,PersonX buys a pregnancy test,APPROVED,False,91.67,91.67,3,True,openai,approve,90,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
47,PersonX always get ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
203,PersonX beats a retreat,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
593,PersonX buys ___ from the pet store,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
749,PersonX buys a new microwave,APPROVED,False,93.33,93.33,3,True,openai,approve,95,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
983,PersonX buys a pregnancy test,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
48,PersonX always beat,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
437,PersonX buys PersonY's daughter,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
204,PersonX beats a retreat,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
438,PersonX buys PersonY's daughter,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
594,PersonX buys ___ on the spot,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
984,PersonX buys a sweater,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
750,PersonX buys a game,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
595,PersonX buys ___ on the spot,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
439,PersonX builds a fire,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
205,PersonX breaks PersonX's wrist,REJECTED,False,8.33,0.0,0,False,openai,reject,10,"DERIVABILITY: context contradicts event (self-injury vs assault on another), so crime category and related attributes aren't plausibly derived.",anthropic,reject,15,DERIVABILITY: Event says PersonX breaks PersonX's wrist (self-injury). Context describes breaking someone else's wrist. Fundamental contradiction.,gemini,reject,0,"CONSISTENCY: xIntent/xEffect/oEffect refer to PersonY, but the event text explicitly states PersonX breaks PersonX's own wrist."
49,PersonX always beat,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
751,PersonX buys a game,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
206,PersonX breaks PersonX's wrist,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
440,PersonX builds a fire,APPROVED,False,98.33,98.33,3,True,openai,approve,100,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
752,PersonX buys a new mattress,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
596,PersonX buys ___ for the party,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
50,PersonX always followed ___,REJECTED,False,55.0,95.0,1,False,openai,reject,30,DERIVABILITY: crime category 'Violent Crimes / Assault' contradicts the event/context which describes stalking; assault is not supported by the text.,anthropic,approve,95,All criteria met.,gemini,reject,40,"DERIVABILITY: Stalking is generally classified under Harassment or Crimes Against Persons, not Violent Crimes / Assault, unless physical force is explicitly described in the context."
985,PersonX buys a sweater,APPROVED,False,98.33,98.33,3,True,openai,approve,100,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
51,PersonX always followed ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
986,PersonX buys candy,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
441,PersonX bribes PersonY with candy,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
207,PersonX breaks PersonX's word,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
597,PersonX buys ___ for the party,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
753,PersonX buys a new mattress,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
987,PersonX buys candy,APPROVED,False,94.0,94.0,3,True,openai,approve,90,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
208,PersonX breaks PersonX's word,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
442,PersonX bribes PersonY with candy,APPROVED,False,91.67,91.67,3,True,openai,approve,90,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
598,PersonX buys ___ later,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
988,PersonX buys one,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
53,PersonX always buy ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
209,PersonX breaks PersonY's hand,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
443,PersonX buys PersonY's flowers,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
52,PersonX always buy ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
989,PersonX buys one,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
754,PersonX buys a new keyboard,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
755,PersonX buys a new keyboard,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
599,PersonX buys ___ later,APPROVED,False,95.0,95.0,3,True,openai,approve,90,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
54,PersonX always used,APPROVED,False,69.0,96.0,2,True,openai,approve,92,All criteria met.,anthropic,reject,15,DERIVABILITY: Event text 'PersonX always used' is incomplete and incoherent. Cannot establish plausible connection to crime without coherent event description.,gemini,approve,100,All criteria met.
210,PersonX breaks PersonY's hand,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
444,PersonX buys PersonY's flowers,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
600,PersonX buys ___ for the occasion,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
756,PersonX buys ___ in the store,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
990,PersonX buys one for PersonY,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
55,PersonX always used,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
445,PersonX breaks the fourth wall,APPROVED,False,92.33,92.33,3,True,openai,approve,92,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
211,PersonX breaks PersonY neck,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
757,PersonX buys ___ in the store,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
991,PersonX buys one for PersonY,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
56,PersonX badly burned,APPROVED,False,95.0,95.0,3,True,openai,approve,90,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
212,PersonX breaks PersonY neck,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
602,PersonX buys ___ last week,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
446,PersonX breaks the fourth wall,APPROVED,False,91.67,91.67,3,True,openai,approve,90,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
758,PersonX buys a gift card,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
601,PersonX buys ___ for the occasion,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
992,PersonX buys pizza,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
213,PersonX beats the game,APPROVED,False,93.33,93.33,3,True,openai,approve,95,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
57,PersonX badly burned,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
603,PersonX buys ___ last week,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
447,PersonX buys PersonY's one,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
759,PersonX buys a gift card,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
993,PersonX buys pizza,APPROVED,False,93.33,93.33,3,True,openai,approve,95,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
58,PersonX always watch ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
448,PersonX buys PersonY's one,APPROVED,False,93.33,93.33,3,True,openai,approve,95,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
214,PersonX beats the game,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
604,PersonX buys ___ on amazon,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
760,PersonX buys a new fish,APPROVED,False,91.67,91.67,3,True,openai,approve,90,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
994,PersonX buys some new clothes,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
59,PersonX always watch ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
215,PersonX breaks PersonX's window,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
761,PersonX buys a new fish,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
449,PersonX burns badly,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
605,PersonX buys ___ on amazon,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
995,PersonX buys some new clothes,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
216,PersonX breaks PersonX's window,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
450,PersonX burns badly,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
606,PersonX buys ___ right away,APPROVED,False,93.33,93.33,3,True,openai,approve,85,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
60,PersonX accidentally cut,REJECTED,False,23.33,0.0,0,False,openai,reject,35,"PROPORTIONALITY: 'accidentally' event lists intentional aggressive xIntents (to threaten, to rob), which conflicts with rule forbidding intentional aggressive acts for accidental events.",anthropic,reject,15,PROPORTIONALITY: xIntent includes 'to threaten PersonY' and 'to rob PersonY'—intentional aggressive acts incompatible with 'accidentally cut'.,gemini,reject,20,"PROPORTIONALITY: xIntent describes intentional aggressive acts (to rob, to threaten) which contradicts the 'accidentally' modifier in the event text."
996,PersonX buys some candy,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
762,PersonX buys a new pet,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
61,PersonX accidentally cut,APPROVED,False,69.0,96.0,2,True,openai,approve,92,All criteria met.,anthropic,reject,15,PROPORTIONALITY: xIntent includes 'to burglarize' and 'to steal' — intentional aggressive acts — contradicting 'accidentally cut'.,gemini,approve,100,All criteria met.
217,PersonX becomes a lawyer,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
607,PersonX buys ___ right away,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
451,PersonX buys PersonY drinks,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
763,PersonX buys a new pet,APPROVED,False,93.33,93.33,3,True,openai,approve,95,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
62,PersonX always watched,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
218,PersonX becomes a lawyer,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
997,PersonX buys some candy,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
608,PersonX buys ___ in advance,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
452,PersonX buys PersonY drinks,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
764,PersonX buys a new pair,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
998,PersonX buys some bread,APPROVED,False,92.33,92.33,3,True,openai,approve,92,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
63,PersonX always watched,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
219,PersonX beats around the bush,APPROVED,False,95.0,95.0,3,True,openai,approve,90,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
453,PersonX buys PersonY's lunch,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
609,PersonX buys ___ in advance,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
999,PersonX buys some bread,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
765,PersonX buys a new pair,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
64,PersonX applies for a credit card,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
220,PersonX beats around the bush,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
766,PersonX buys a new pair of boots,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
65,PersonX applies for a credit card,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
610,PersonX buys ___ from a store,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
221,PersonX breaks PersonY's arm,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
767,PersonX buys a new pair of boots,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
455,PersonX buys PersonY's phone,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
611,PersonX buys ___ from a store,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
66,PersonX beats PersonX's wife,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
454,PersonX buys PersonY's lunch,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
222,PersonX breaks PersonY's arm,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
456,PersonX buys PersonY's phone,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
67,PersonX attacks another ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
768,PersonX buys a kit,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
223,PersonX breaks PersonY's leg,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
457,PersonX buys PersonX's one,APPROVED,False,92.33,92.33,3,True,openai,approve,92,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
769,PersonX buys a kit,APPROVED,False,98.33,98.33,3,True,openai,approve,100,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
68,PersonX attacks another ___,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
224,PersonX breaks PersonY's leg,APPROVED,False,94.67,94.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
613,PersonX buys ___ that day,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
612,PersonX buys ___ that day,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
458,PersonX buys PersonX's one,APPROVED,False,94.0,94.0,3,True,openai,approve,90,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
770,PersonX buys a new sofa,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
614,PersonX buys ___ for school,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
225,PersonX breaks PersonY's glasses,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
459,PersonX buys PersonY's ticket,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
615,PersonX buys ___ for school,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
69,PersonX adds fuel to the fire,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
771,PersonX buys a new sofa,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
226,PersonX breaks PersonY's glasses,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
70,PersonX adds fuel to the fire,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
460,PersonX buys PersonY's ticket,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
616,PersonX buys ___ with the money,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
772,PersonX buys a new puppy,APPROVED,False,93.33,93.33,3,True,openai,approve,95,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
71,PersonX accepts ___ in payment,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
227,PersonX breaks PersonY's foot,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
461,PersonX buys PersonX's groceries,APPROVED,False,97.0,97.0,3,True,openai,approve,96,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
773,PersonX buys a new puppy,APPROVED,False,95.67,95.67,3,True,openai,approve,92,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
617,PersonX buys ___ with the money,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
72,PersonX accepts ___ in payment,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
228,PersonX breaks PersonY's foot,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
462,PersonX buys PersonX's groceries,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
618,PersonX buys ___ instead,APPROVED,False,95.0,95.0,3,True,openai,approve,90,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
774,PersonX buys a new boat,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
73,PersonX badly hurt,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
463,PersonX buys PersonY's supplies,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
229,PersonX breaks PersonY's mother 's favorite vase,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
775,PersonX buys a new boat,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
619,PersonX buys ___ instead,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
74,PersonX badly hurt,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
230,PersonX breaks PersonY's mother 's favorite vase,APPROVED,False,91.67,91.67,3,True,openai,approve,90,All criteria met.,anthropic,approve,85,All criteria met.,gemini,approve,100,All criteria met.
464,PersonX buys PersonY's supplies,APPROVED,False,96.67,96.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
620,PersonX buys ___ for my wife,APPROVED,False,95.0,95.0,3,True,openai,approve,90,All criteria met.,anthropic,approve,95,All criteria met.,gemini,approve,100,All criteria met.
776,PersonX buys a new purse,APPROVED,False,95.67,95.67,3,True,openai,approve,95,All criteria met.,anthropic,approve,92,All criteria met.,gemini,approve,100,All criteria met.
231,PersonX breaks PersonY's fall,APPROVED,False,69.0,96.0,2,True,openai,approve,92,All criteria met.,anthropic,reject,15,DERIVABILITY: Context invents a criminal scenario (PersonX caused the fall) directly contradicted by event text (PersonX breaks/catches the fall).,gemini,approve,100,All criteria met.
